1,1,121.57,335.79,135.15000000000003,56.639999999999986,1,1,1.0
1,2,734.75,267.64,70.27999999999997,36.129999999999995,1,1,1.0
1,3,205.64,247.2,97.75,45.30000000000001,1,1,1.0
2,1,98.71,337.12,135.15000000000003,56.639999999999986,1,1,1.0
2,2,718.95,268.63,74.68999999999994,38.31999999999999,1,1,1.0
2,3,205.64,247.24,97.75999999999999,45.30000000000001,1,1,1.0
3,1,74.53,342.42,138.16,56.639999999999986,1,1,1.0
3,2,706.58,271.11,74.68999999999994,38.31999999999999,1,1,1.0
3,3,205.65,247.28,97.74999999999997,45.29999999999998,1,1,1.0
4,1,49.0,344.74,142.49,61.24000000000001,1,1,1.0
4,2,692.97,273.33,74.68999999999994,38.31999999999999,1,1,1.0
4,3,205.66,247.31,97.75000000000003,45.30000000000001,1,1,1.0
5,1,29.46,348.71,142.48999999999998,61.24000000000001,1,1,1.0
5,2,678.37,275.06,74.68999999999994,38.329999999999984,1,1,1.0
5,3,205.66,247.35,97.76000000000002,45.29999999999998,1,1,1.0
6,1,13.56,352.35,142.49,61.23999999999995,1,1,1.0
6,2,666.49,277.29,74.70000000000005,38.31999999999999,1,1,1.0
6,3,205.67,247.38,97.75000000000003,45.30000000000001,1,1,1.0
7,1,0.0,356.66,124.58,61.23999999999995,1,1,1.0
7,2,650.16,279.29,77.44000000000005,38.799999999999955,1,1,1.0
7,3,205.67,247.42,97.76000000000002,45.30000000000004,1,1,1.0
8,1,0.0,359.64,105.7,61.24000000000001,1,1,1.0
8,2,634.57,278.3,80.63,41.51999999999998,1,1,1.0
8,3,205.68,247.46,97.75,45.29999999999998,1,1,1.0
9,1,0.0,361.3,94.77,61.24000000000001,1,1,1.0
9,2,619.97,279.54,83.13,43.75999999999999,1,1,1.0
9,3,205.69,247.49,97.75,45.30000000000001,1,1,1.0
10,1,0.0,360.63,55.35,61.24000000000001,1,1,1.0
10,2,605.13,283.74,83.12,43.76999999999998,1,1,1.0
10,3,205.69,247.53,97.75999999999999,45.29999999999998,1,1,1.0
11,2,591.02,285.47,83.13,43.76999999999998,1,1,1.0
11,3,205.7,247.56,97.75,45.30000000000001,1,1,1.0
12,2,575.68,287.7,83.13,43.77000000000004,1,1,1.0
12,3,205.7,247.6,97.75999999999999,45.29999999999998,1,1,1.0
13,2,559.6,289.43,87.5,43.76999999999998,1,1,1.0
13,3,205.71,247.64,97.74999999999997,45.30000000000001,1,1,1.0
14,2,544.26,292.9,87.5,43.76000000000005,1,1,1.0
14,3,205.72,247.67,97.75000000000003,45.30000000000004,1,1,1.0
15,2,530.9,293.39,87.5,43.77000000000004,1,1,1.0
15,3,205.72,247.71,97.76000000000002,45.29999999999998,1,1,1.0
16,2,506.4,295.9,92.70000000000005,48.900000000000034,1,1,1.0
16,3,205.73,247.74,97.75000000000003,45.31,1,1,1.0
17,2,493.8,299.58,90.44999999999999,47.920000000000016,1,1,1.0
17,3,205.73,247.78,97.76000000000002,45.29999999999998,1,1,1.0
18,2,472.0,301.3,100.39999999999998,50.19999999999999,1,1,1.0
18,3,205.74,247.82,97.75,45.30000000000001,1,1,1.0
19,2,456.9,302.8,97.70000000000005,50.39999999999998,1,1,1.0
19,3,205.75,247.85,97.75,45.29999999999998,1,1,1.0
20,2,440.82,305.02,97.69999999999999,50.410000000000025,1,1,1.0
20,3,205.75,247.89,97.75999999999999,45.30000000000001,1,1,1.0
21,2,425.48,308.24,97.69999999999993,50.39999999999998,1,1,1.0
21,3,205.76,247.93,97.75,45.30000000000001,1,1,1.0
22,2,406.89,310.96,101.19,53.60000000000002,1,1,1.0
22,3,205.76,247.96,97.75999999999999,45.29999999999998,1,1,1.0
23,2,387.3,313.19,102.71999999999997,55.31,1,1,1.0
23,3,205.77,248.0,97.74999999999997,45.30000000000001,1,1,1.0
24,2,367.5,315.91,107.43,55.289999999999964,1,1,1.0
